Last Name,First Name,Category,Project,Year,Show,Award
WASHINGTON,DENZEL,MALE LEAD IN A MOTION PICTURE,TRAINING DAY,2002,8,NO
WILKINSON,TOM,MALE LEAD IN A MOTION PICTURE,IN THE BEDROOM,2002,8,NO
BROADBENT,JIM,MALE SUPPORT IN A MOTION PICTURE ,IRIS,2002,8,NO
CHRISTENSEN,HAYDEN,MALE SUPPORT IN A MOTION PICTURE ,LIFE AS A HOUSE,2002,8,NO
HAWKE,ETHAN,MALE SUPPORT IN A MOTION PICTURE ,TRAINING DAY,2002,8,NO
KINGSLEY,BEN,MALE SUPPORT IN A MOTION PICTURE ,SEXY BEAST,2002,8,NO
MCKELLEN,IAN,MALE SUPPORT IN A MOTION PICTURE ,"LORD OF THE RINGS: THE 
FELLOWSHIP OF THE RING",2002,8,YES
ALDA,ALAN,MALE TV MOVIE OR MINISERIES,CLUB LAND,2002,8,NO
DREYFUSS,RICHARD,MALE TV MOVIE OR MINISERIES,THE DAY REAGAN WAS SHOT,2002,8,NO
FRANCO,JAMES,MALE TV MOVIE OR MINISERIES,JAMES DEAN,2002,8,NO
HINES,GREGORY,MALE TV MOVIE OR MINISERIES,BOJANGLES,2002,8,NO
KINGSLEY,BEN,MALE TV MOVIE OR MINISERIES,ANNE FRANK,2002,8,YES
EASTWOOD,CLINT,LIFE ACHIEVEMENT AWARD,N/A,2002,9,YES
ASTIN,SEAN,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
BARANSKI,CHRISTINE,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
BLANCHETT,CATE,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
BLOOM,ORLANDO,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
BOYD,BILLY,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
CAGE,NICOLAS,CAST IN A MOTION PICTURE,ADAPTATION,2003,9,NO
CARIDES,GIA,CAST IN A MOTION PICTURE,MY BIG FAT GREEK WEDDING,2003,9,NO
CHTCHELKANOVA,EKATERINA,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
COLLETTE,TONI,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
CONSTANTINE,MICHAEL,CAST IN A MOTION PICTURE,MY BIG FAT GREEK WEDDING,2003,9,NO
COOPER,CHRIS,CAST IN A MOTION PICTURE,ADAPTATION,2003,9,NO
CORBETT,JOHN,CAST IN A MOTION PICTURE,MY BIG FAT GREEK WEDDING,2003,9,NO
COX,BRIAN,CAST IN A MOTION PICTURE,ADAPTATION,2003,9,NO
DANES,CLAIRE,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
DANIELS,JEFF,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
DIGGS,TAYE,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
DILLANE,STEPHEN,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
DOURIF,BRAD,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
FATONE,JOEY,CAST IN A MOTION PICTURE,MY BIG FAT GREEK WEDDING,2003,9,NO
FAYE,DENISE,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
FEORE,COLM,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
GERE,RICHARD,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
GOODWIN,DEIDRE,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
HARRIS,ED,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
HARRISON,MÝA,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
HILL,BERNARD,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
JANNEY,ALLISON,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
KAZAN,LAINIE,CAST IN A MOTION PICTURE,MY BIG FAT GREEK WEDDING,2003,9,NO
KIDMAN,NICOLE,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
LATIFAH,QUEEN,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
LEE,CHRISTOPHER,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
LIU,LUCY,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
MARTIN,ANDREA,CAST IN A MOTION PICTURE,MY BIG FAT GREEK WEDDING,2003,9,NO
MCKELLEN,IAN,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
MISNER,SUSAN,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
MONAGHAN,DOMINIC,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
MOORE,JULIANNE,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
MORTENSEN,VIGGO,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
OTTO,MIRANDA,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
REILLY,JOHN C.,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
REILLY,JOHN C.,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
RHYS-DAVIES,JOHN,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
RICHARDSON,MIRANDA,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
SERKIS,ANDY,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
SEYMOUR,CARA,CAST IN A MOTION PICTURE,ADAPTATION,2003,9,NO
STREEP,MERYL,CAST IN A MOTION PICTURE,ADAPTATION,2003,9,NO
STREEP,MERYL,CAST IN A MOTION PICTURE,THE HOURS,2003,9,NO
SWINTON,TILDA,CAST IN A MOTION PICTURE,ADAPTATION,2003,9,NO
TYLER,LIV,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
VARDALOS,NIA,CAST IN A MOTION PICTURE,MY BIG FAT GREEK WEDDING,2003,9,NO
WEAVING,HUGO,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
WENHAM,DAVID,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
WEST,DOMINIC,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
WOOD,ELIJAH,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE TWO TOWERS,2003,9,NO
ZELLWEGER,RENEE,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
ZETA-JONES,CATHERINE,CAST IN A MOTION PICTURE,CHICAGO,2003,9,YES
ANISTON,JENNIFER,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2003,9,NO
BOYLE,PETER,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2003,9,YES
CATTRALL,KIM,ENSEMBLE IN A COMEDY SERIES,SEX AND THE CITY,2003,9,NO
COX,COURTENEY,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2003,9,NO
DAVIS,KRISTIN,ENSEMBLE IN A COMEDY SERIES,SEX AND THE CITY,2003,9,NO
GARRETT,BRAD,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2003,9,YES
GILPIN,PERI,ENSEMBLE IN A COMEDY SERIES,FRASIER,2003,9,NO
GRAMMER,KELSEY,ENSEMBLE IN A COMEDY SERIES,FRASIER,2003,9,NO
HAYES,SEAN,ENSEMBLE IN A COMEDY SERIES,WILL & GRACE,2003,9,NO
HEATON,PATRICIA,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2003,9,YES
KUDROW,LISA,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2003,9,NO
LEBLANC,MATT,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2003,9,NO
LEEVES,JANE,ENSEMBLE IN A COMEDY SERIES,FRASIER,2003,9,NO
MAHONEY,JOHN,ENSEMBLE IN A COMEDY SERIES,FRASIER,2003,9,NO
MCCORMACK,ERIC,ENSEMBLE IN A COMEDY SERIES,WILL & GRACE,2003,9,NO
MESSING,DEBRA,ENSEMBLE IN A COMEDY SERIES,WILL & GRACE,2003,9,NO
MULLALLY,MEGAN,ENSEMBLE IN A COMEDY SERIES,WILL & GRACE,2003,9,NO
NIXON,CYNTHIA,ENSEMBLE IN A COMEDY SERIES,SEX AND THE CITY,2003,9,NO
PARKER,SARAH JESSICA,ENSEMBLE IN A COMEDY SERIES,SEX AND THE CITY,2003,9,NO
PERRY,MATTHEW,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2003,9,NO
PIERCE,DAVID HYDE,ENSEMBLE IN A COMEDY SERIES,FRASIER,2003,9,NO
ROBERTS,DORIS,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2003,9,YES
ROMANO,RAY,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2003,9,YES
SCHWIMMER,DAVID,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2003,9,NO
SWEETEN,MADYLIN,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2003,9,YES
AMBROSE,LAUREN,ENSEMBLE IN A DRAMA SERIES,SIX FEET UNDER,2003,9,YES
AYLESWORTH,REIKO,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
BERKELEY,XANDER,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
BERNARD,CARLOS,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
BRACCO,LORRAINE,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
CASTELLUCCIO,FEDERICO,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
CHANNING,STOCKARD,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
CHIANESE,DOMINIC,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
CLARKE,SARAH,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
CONROY,FRANCES,ENSEMBLE IN A DRAMA SERIES,SIX FEET UNDER,2003,9,YES
CURATOLA,VINCENT,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
CUTHBERT,ELISHA,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
DE MATTEO,DREA,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
DOURDAN,GARY,ENSEMBLE IN A DRAMA SERIES,CSI: CRIME SCENE INVESTIGATION,2003,9,NO
EADS,GEORGE,ENSEMBLE IN A DRAMA SERIES,CSI: CRIME SCENE INVESTIGATION,2003,9,NO
FALCO,EDIE,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
FORBES,MICHELLE,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
FOX,JORJA,ENSEMBLE IN A DRAMA SERIES,CSI: CRIME SCENE INVESTIGATION,2003,9,NO
GANDOLFINI,JAMES,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
GRIFFITHS,RACHEL,ENSEMBLE IN A DRAMA SERIES,SIX FEET UNDER,2003,9,YES
GUILFOYLE,PAUL,ENSEMBLE IN A DRAMA SERIES,CSI: CRIME SCENE INVESTIGATION,2003,9,NO
HALL,MICHAEL C.,ENSEMBLE IN A DRAMA SERIES,SIX FEET UNDER,2003,9,YES
HALL,ROBERT DAVID,ENSEMBLE IN A DRAMA SERIES,CSI: CRIME SCENE INVESTIGATION,2003,9,NO
HARRIS,LAURA,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
HAYSBERT,DENNIS,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
HELGENBERGER,MARG,ENSEMBLE IN A DRAMA SERIES,CSI: CRIME SCENE INVESTIGATION,2003,9,NO
HILL,DULÉ,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
HOPE,LESLIE,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
ILER,ROBERT,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
IMPERIOLI,MICHAEL,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
JANNEY,ALLISON,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
JOHNSON JERALD,PENNY,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
KRAUSE,PETER,ENSEMBLE IN A DRAMA SERIES,SIX FEET UNDER,2003,9,YES
LOWE,ROB,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
MALINA,JOSHUA,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
MOLONEY,JANEL,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
PANTOLIANO,JOE,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
PARKER,MARY-LOUISE,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
PETERSEN,WILLIAM,ENSEMBLE IN A DRAMA SERIES,CSI: CRIME SCENE INVESTIGATION,2003,9,NO
RODRIGUEZ,FREDDY,ENSEMBLE IN A DRAMA SERIES,SIX FEET UNDER,2003,9,YES
SCHIFF,RICHARD,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
SCHIRRIPA,STEVEN R.,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
SHEEN,MARTIN,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
SIGLER,JAMIE-LYNN,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
SIRICO,TONY,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
SPENCER,JOHN,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
ST. PATRICK,MATHEW,ENSEMBLE IN A DRAMA SERIES,SIX FEET UNDER,2003,9,YES
SUTHERLAND,KIEFER,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
SZMANDA,ERIC,ENSEMBLE IN A DRAMA SERIES,CSI: CRIME SCENE INVESTIGATION,2003,9,NO
TOMLIN,LILY,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
TURTURRO,AIDA,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
VAN ZANDT,STEVEN,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
VENTIMIGLIA,JOHN,ENSEMBLE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
WHITFORD,BRADLEY,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
WYNTER,SARAH,ENSEMBLE IN A DRAMA SERIES,24,2003,9,NO
ANISTON,JENNIFER,FEMALE IN A COMEDY SERIES,FRIENDS,2003,9,NO
CATTRALL,KIM,FEMALE IN A COMEDY SERIES,SEX AND THE CITY,2003,9,NO
HEATON,PATRICIA,FEMALE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2003,9,NO
KACZMAREK,JANE,FEMALE IN A COMEDY SERIES,MALCOLM IN THE MIDDLE,2003,9,NO
MULLALLY,MEGAN,FEMALE IN A COMEDY SERIES,WILL & GRACE,2003,9,YES
BRACCO,LORRAINE,FEMALE IN A DRAMA SERIES,THE SOPRANOS,2003,9,NO
BRENNEMAN,AMY,FEMALE IN A DRAMA SERIES,JUDGING AMY,2003,9,NO
FALCO,EDIE,FEMALE IN A DRAMA SERIES,THE SOPRANOS,2003,9,YES
JANNEY,ALLISON,FEMALE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
TOMLIN,LILY,FEMALE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
HAYEK,SALMA,FEMALE LEAD IN A MOTION PICTURE,FRIDA,2003,9,NO
KIDMAN,NICOLE,FEMALE LEAD IN A MOTION PICTURE,THE HOURS,2003,9,NO
LANE,DIANE,FEMALE LEAD IN A MOTION PICTURE,UNFAITHFUL,2003,9,NO
MOORE,JULIANNE,FEMALE LEAD IN A MOTION PICTURE,FAR FROM HEAVEN,2003,9,NO
ZELLWEGER,RENEE,FEMALE LEAD IN A MOTION PICTURE,CHICAGO,2003,9,YES
BATES,KATHY,FEMALE SUPPORT IN A MOTION PICTURE,ABOUT SCHMIDT,2003,9,NO
LATIFAH,QUEEN,FEMALE SUPPORT IN A MOTION PICTURE,CHICAGO,2003,9,NO
MOORE,JULIANNE,FEMALE SUPPORT IN A MOTION PICTURE,THE HOURS,2003,9,NO
PFEIFFER,MICHELLE,FEMALE SUPPORT IN A MOTION PICTURE,WHITE OLEANDER,2003,9,NO
ZETA-JONES,CATHERINE,FEMALE SUPPORT IN A MOTION PICTURE,CHICAGO,2003,9,YES
BATES,KATHY,FEMALE TV MOVIE OR MINISERIES,MY SISTER’S KEEPER,2003,9,NO
CHANNING,STOCKARD,FEMALE TV MOVIE OR MINISERIES,THE MATTHEW SHEPARD STORY,2003,9,YES
MIRREN,HELEN,FEMALE TV MOVIE OR MINISERIES,DOOR TO DOOR,2003,9,NO
REDGRAVE,VANESSA,FEMALE TV MOVIE OR MINISERIES,THE GATHERING STORM,2003,9,NO
THURMAN,UMA,FEMALE TV MOVIE OR MINISERIES,HYSTERICAL BLINDNESS,2003,9,NO
HAYES,SEAN,MALE IN A COMEDY SERIES,WILL & GRACE,2003,9,YES
LEBLANC,MATT,MALE IN A COMEDY SERIES,FRIENDS,2003,9,NO
MAC,BERNIE,MALE IN A COMEDY SERIES,THE BERNIE MAC SHOW,2003,9,NO
ROMANO,RAY,MALE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2003,9,NO
SHALHOUB,TONY,MALE IN A COMEDY SERIES,MONK,2003,9,NO
CHIKLIS,MICHAEL,MALE IN A DRAMA SERIES,THE SHIELD,2003,9,NO
GANDOLFINI,JAMES,MALE IN A DRAMA SERIES,THE SOPRANOS,2003,9,YES
SHEEN,MARTIN,MALE IN A DRAMA SERIES,THE WEST WING,2003,9,NO
SUTHERLAND,KIEFER,MALE IN A DRAMA SERIES,24,2003,9,NO
WILLIAMS,TREAT,MALE IN A DRAMA SERIES,EVERWOOD,2003,9,NO
BRODY,ADRIEN,MALE LEAD IN A MOTION PICTURE,THE PIANIST,2003,9,NO
CAGE,NICOLAS,MALE LEAD IN A MOTION PICTURE,ADAPTATION,2003,9,NO
DAY-LEWIS,DANIEL,MALE LEAD IN A MOTION PICTURE,GANGS OF NEW YORK,2003,9,YES
GERE,RICHARD,MALE LEAD IN A MOTION PICTURE,CHICAGO,2003,9,NO
NICHOLSON,JACK,MALE LEAD IN A MOTION PICTURE,ABOUT SCHMIDT,2003,9,NO
COOPER,CHRIS,MALE SUPPORT IN A MOTION PICTURE ,ADAPTATION,2003,9,NO
HARRIS,ED,MALE SUPPORT IN A MOTION PICTURE ,THE HOURS,2003,9,NO
MOLINA,ALFRED,MALE SUPPORT IN A MOTION PICTURE ,FRIDA,2003,9,NO
QUAID,DENNIS,MALE SUPPORT IN A MOTION PICTURE ,FAR FROM HEAVEN,2003,9,NO
WALKEN,CHRISTOPHER,MALE SUPPORT IN A MOTION PICTURE ,CATCH ME IF YOU CAN,2003,9,YES
FINNEY,ALBERT,MALE TV MOVIE OR MINISERIES,THE GATHERING STORM,2003,9,NO
GARRETT,BRAD,MALE TV MOVIE OR MINISERIES,GLEASON,2003,9,NO
HAYES,SEAN,MALE TV MOVIE OR MINISERIES,MARTIN & LEWIS,2003,9,NO
MACY,WILLIAM H.,MALE TV MOVIE OR MINISERIES,DOOR TO DOOR,2003,9,YES
TURTURRO,JOHN,MALE TV MOVIE OR MINISERIES,MONDAY NIGHT MAYHEM,2003,9,NO
MALDEN,KARL,LIFE ACHIEVEMENT AWARD,N/A,2003,10,YES
ASTIN,SEAN,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
BACON,KEVIN,CAST IN A MOTION PICTURE,MYSTIC RIVER,2004,10,NO
BANKS,ELIZABETH,CAST IN A MOTION PICTURE,SEABISCUIT,2004,10,NO
BEAN,SEAN,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
BENJAMIN,PAUL,CAST IN A MOTION PICTURE,THE STATION AGENT,2004,10,NO
BLANCHETT,CATE,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
BLOOM,ORLANDO,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
BOLGER,EMMA,CAST IN A MOTION PICTURE,IN AMERICA,2004,10,NO
BOLGER,SARAH,CAST IN A MOTION PICTURE,IN AMERICA,2004,10,NO
BOYD,BILLY,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
BRIDGES,JEFF,CAST IN A MOTION PICTURE,SEABISCUIT,2004,10,NO
CANNAVALE,BOBBY,CAST IN A MOTION PICTURE,THE STATION AGENT,2004,10,NO
CLARKSON,PATRICIA,CAST IN A MOTION PICTURE,THE STATION AGENT,2004,10,NO
CONSIDINE,PADDY,CAST IN A MOTION PICTURE,IN AMERICA,2004,10,NO
COOPER,CHRIS,CAST IN A MOTION PICTURE,SEABISCUIT,2004,10,NO
DINKLAGE,PETER,CAST IN A MOTION PICTURE,THE STATION AGENT,2004,10,NO
FISHBURNE,LAURENCE,CAST IN A MOTION PICTURE,MYSTIC RIVER,2004,10,NO
GOODWIN,RAVEN,CAST IN A MOTION PICTURE,THE STATION AGENT,2004,10,NO
HARDEN,MARCIA GAY,CAST IN A MOTION PICTURE,MYSTIC RIVER,2004,10,NO
HILL,BERNARD,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
HOLM,IAN,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
HOUNSOU,DJIMON,CAST IN A MOTION PICTURE,IN AMERICA,2004,10,NO
LINNEY,LAURA,CAST IN A MOTION PICTURE,MYSTIC RIVER,2004,10,NO
MACY,WILLIAM H.,CAST IN A MOTION PICTURE,SEABISCUIT,2004,10,NO
MAGUIRE,TOBEY,CAST IN A MOTION PICTURE,SEABISCUIT,2004,10,NO
MCKELLEN,IAN,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
MONAGHAN,DOMINIC,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
MORTENSEN,VIGGO,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
MORTON,SAMANTHA,CAST IN A MOTION PICTURE,IN AMERICA,2004,10,NO
NOBLE,JOHN,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
OTTO,MIRANDA,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
PENN,SEAN,CAST IN A MOTION PICTURE,MYSTIC RIVER,2004,10,NO
RHYS-DAVIES,JOHN,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
ROBBINS,TIM,CAST IN A MOTION PICTURE,MYSTIC RIVER,2004,10,NO
SERKIS,ANDY,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
STEVENS,GARY,CAST IN A MOTION PICTURE,SEABISCUIT,2004,10,NO
TYLER,LIV,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
URBAN,KARL,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
WEAVING,HUGO,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
WENHAM,DAVID,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
WILLIAMS,MICHELLE,CAST IN A MOTION PICTURE,THE STATION AGENT,2004,10,NO
WOOD,ELIJAH,CAST IN A MOTION PICTURE,LORD OF THE RINGS: THE RETURN OF THE KING,2004,10,YES
ANISTON,JENNIFER,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2004,10,NO
BOYLE,PETER,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2004,10,NO
CATTRALL,KIM,ENSEMBLE IN A COMEDY SERIES,SEX AND THE CITY,2004,10,YES
COX,COURTENEY,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2004,10,NO
DAVIS,KRISTIN,ENSEMBLE IN A COMEDY SERIES,SEX AND THE CITY,2004,10,YES
GARRETT,BRAD,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2004,10,NO
GILPIN,PERI,ENSEMBLE IN A COMEDY SERIES,FRASIER,2004,10,NO
GRAMMER,KELSEY,ENSEMBLE IN A COMEDY SERIES,FRASIER,2004,10,NO
HAYES,SEAN,ENSEMBLE IN A COMEDY SERIES,WILL & GRACE,2004,10,NO
HEATON,PATRICIA,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2004,10,NO
KUDROW,LISA,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2004,10,NO
LEBLANC,MATT,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2004,10,NO
LEEVES,JANE,ENSEMBLE IN A COMEDY SERIES,FRASIER,2004,10,NO
MAHONEY,JOHN,ENSEMBLE IN A COMEDY SERIES,FRASIER,2004,10,NO
MCCORMACK,ERIC,ENSEMBLE IN A COMEDY SERIES,WILL & GRACE,2004,10,NO
MESSING,DEBRA,ENSEMBLE IN A COMEDY SERIES,WILL & GRACE,2004,10,NO
MULLALLY,MEGAN,ENSEMBLE IN A COMEDY SERIES,WILL & GRACE,2004,10,NO
NIXON,CYNTHIA,ENSEMBLE IN A COMEDY SERIES,SEX AND THE CITY,2004,10,YES
PARKER,SARAH JESSICA,ENSEMBLE IN A COMEDY SERIES,SEX AND THE CITY,2004,10,YES
PERRY,MATTHEW,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2004,10,NO
PIERCE,DAVID HYDE,ENSEMBLE IN A COMEDY SERIES,FRASIER,2004,10,NO
ROBERTS,DORIS,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2004,10,NO
ROMANO,RAY,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2004,10,NO
SCHWIMMER,DAVID,ENSEMBLE IN A COMEDY SERIES,FRIENDS,2004,10,NO
SWEETEN,MADYLIN,ENSEMBLE IN A COMEDY SERIES,EVERYBODY LOVES RAYMOND,2004,10,NO
AMBROSE,LAUREN,ENSEMBLE IN A DRAMA SERIES,SIX FEET UNDER,2004,10,YES
CHANNING,STOCKARD,ENSEMBLE IN A DRAMA SERIES,THE WEST WING,2004,10,NO
CLOSE,ERIC,ENSEMBLE IN A DRAMA SERIES,WITHOUT A TRACE,2004,10,NO
CONROY,FRANCES,ENSEMBLE IN A DRAMA SERIES,SIX FEET UNDER,2004,10,YES
DOURDAN,GARY,ENSEMBLE IN A DRAMA SERIES,CSI: CRIME SCENE INVESTIGATION,2004,10,NO
EADS,GEORGE,ENSEMBLE IN A DRAMA SERIES,CSI: CRIME SCENE INVESTIGATION,2004,10,NO
FOSTER,BEN,ENSEMBLE IN A DRAMA SERIES,SIX FEET UNDER,2004,10,YES
